GeneName	RMS.FPNormalsStatus	RMS.FNNormalsStatus	EWSNormalsStatus	ASPSNormalsStatus	DSRCTNormalsStatus	HBLNormalsStatus	MLNormalsStatus	NB.MYCN.NANormalsStatus	NB.MYCN.ANormalsStatus	NB.UnknownNormalsStatus	OSNormalsStatus	SSNormalsStatus	TeratomaNormalsStatus	UDSNormalsStatus	YSTNormalsStatus	WTNormalsStatus	CCSKNormalsStatus	RowSum
LETMD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC4A8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTGER3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COL23A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HERPUD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PIK3CB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYBA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPHOSPH9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRSS8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RRP12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSMO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FSTL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NNAT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USE1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNQ1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENTPD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LY75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OPN3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPRN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HHAT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SYNE2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP9A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RELT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GALC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNH2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GINM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MCOLN3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ITIH1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NPFFR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL17RB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DCBLD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOAT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GDI2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMCC3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP11B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEC61A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAMK2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP2B4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YIPF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC2A3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STYK1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GNA15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PIGV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPRU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COL11A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPAG4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCKAP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDH3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARSF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DGAT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LTK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VMP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEZ6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC6A16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TM7SF3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WISP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST3GAL6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP2C2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NGFR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM161A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC12A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALCRL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP3D1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAM2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLP2R	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DGKA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERBB3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KARS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFB4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYLK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COL17A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEC61A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC9A7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDE4A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TIE1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC9A3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELOVL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLDN18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGFR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPAP2A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNFRSF1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CACNB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STOML1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PKM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SYT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP2B3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HYAL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGFR3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REEP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP11A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRPC7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLEC2D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAOB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DRD4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TGFBR3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP1B3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PIGB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRP6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GUCY2C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPN3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPTB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC44A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DGCR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GBA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDST1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST6GALNAC2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC12A3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP2B1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRPM5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNX13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MS4A12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEL1L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP6AP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRLH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM3A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYBRD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDH19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC6A15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LPHN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASIC4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPEG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALDH3A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TFRC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SREBF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRPC5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRHDE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FCGR2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EVC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DERL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SIDT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRVI1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM38A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PVR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCARB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PANX2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLCN4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FERMT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCB11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOTCH3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP2A3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CA12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC24A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCARF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LMAN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPLAD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOX3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC12A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANO8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNQ2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TACR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRAMD4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CELSR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TIMM21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FNDC3B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CACNG5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CACNG4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BCAP29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FMO4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC46A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLXNA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACACB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ICAM3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MCAM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPC4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TM9SF3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPP1R12B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNAJC10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL4R	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRCH4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR137B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAALAD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC25A43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGFR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBLN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ITGA8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LAMP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACER3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SYNJ2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADCY2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADCYAP1R1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P2RY10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ITM2A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PKD2L2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TOLLIP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDH17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC1A3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MOXD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STX7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPRH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC35C2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EPHA6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCTR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC4A4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MID2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COL5A3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHRNA3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSEN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLDND1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGSF9B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COL4A4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OSTM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDH7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IMPG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPRC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CACNA1S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBA5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STK17B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC13A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDHB4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP8B1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL12RB2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COL19A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EPB41L3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DLG3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNK2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OPRK1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEMA5B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ITGB5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRPM3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P2RX5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ITGAE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYLD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC27A5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZMPSTE24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APLP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIAA1467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLCO1A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NKAIN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APOB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FCN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCAMP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PILRA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGST2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POMGNT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAST2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B4GALT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AQP6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOLH1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMED2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZFAND6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HSD17B2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LAT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HUWE1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOX4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIP6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACHE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BAX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PIGS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMPRSS11E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LPCAT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GNAO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NID2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GNAS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERGIC2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC6A14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPN4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GNA11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FER1L4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC15A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3orf18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CRLS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATRN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SIGLEC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC4A11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAVS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SIRPG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P2RX7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC23A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC8B1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C20orf26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPLP0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERP29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FXYD5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRAMD1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FXYD3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEPH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDIP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CMTM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNH4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GANAB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LAG3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LTBP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC9A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPTLC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ICAM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MUL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNAJB11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLT3LG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CERS4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MCOLN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EFNB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FCGBP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAT14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OSBPL8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
